date,oneHrFundingRate
2025-05-22T00:00:00.000Z,0.000044214622638195350
2025-05-23T00:00:00.000Z,0.000050623081544573129
2025-05-24T00:00:00.000Z,0.000039958707299411605
2025-05-25T00:00:00.000Z,0.000061556709041652924
2025-05-26T00:00:00.000Z,0.000043106807538023454
2025-05-27T00:00:00.000Z,0.000017578409562875829
2025-05-28T00:00:00.000Z,0.000053685024773606701
2025-05-29T00:00:00.000Z,0.000079231181553556613
2025-05-30T00:00:00.000Z,0.000048661851816035812
2025-05-31T00:00:00.000Z,-0.0000055759147829930986
2025-06-01T00:00:00.000Z,0.000022435464810895080
2025-06-02T00:00:00.000Z,0.0000092804258752977101
2025-06-03T00:00:00.000Z,0.000015191897703121190
2025-06-04T00:00:00.000Z,0.000034740089673119024
2025-06-05T00:00:00.000Z,0.000020982436823001406
2025-06-06T00:00:00.000Z,-0.000025513949436212549
2025-06-07T00:00:00.000Z,-0.000019944335735975527
2025-06-08T00:00:00.000Z,0.000034441922744975147
2025-06-09T00:00:00.000Z,0.000073891559709007740
2025-06-10T00:00:00.000Z,0.000037399714597259633
2025-06-11T00:00:00.000Z,0.000060222692315356960
2025-06-12T00:00:00.000Z,0.000018089869212296492
2025-06-13T00:00:00.000Z,0.000011192535824775521
2025-06-14T00:00:00.000Z,0.000012469727242108048
2025-06-15T00:00:00.000Z,0.000020520385199989876
2025-06-16T00:00:00.000Z,0.000019725467991579139
2025-06-17T00:00:00.000Z,0.000010996027183898364
2025-06-18T00:00:00.000Z,0.0000033713298502491021
2025-06-19T00:00:00.000Z,-0.0000050923583846401218
2025-06-20T00:00:00.000Z,0.0000019825353727710910
