date,oneHrFundingRate
2025-05-22T00:00:00.000Z,0.000004125
2025-05-23T00:00:00.000Z,0.00002604166666666667
2025-05-24T00:00:00.000Z,-0.000005666666666666667
2025-05-25T00:00:00.000Z,-0.0000105
2025-05-26T00:00:00.000Z,-0.000019583333333333336
2025-05-27T00:00:00.000Z,-0.000011666666666666668
2025-05-28T00:00:00.000Z,-0.000007041666666666667
2025-05-29T00:00:00.000Z,-1.2499999999999994e-7
2025-05-30T00:00:00.000Z,3.7499999999999996e-7
2025-05-31T00:00:00.000Z,-0.000019999999999999995
2025-06-01T00:00:00.000Z,-0.000024041666666666674
2025-06-02T00:00:00.000Z,-0.000016750000000000004
2025-06-03T00:00:00.000Z,-0.00002354166666666667
2025-06-04T00:00:00.000Z,-0.000026875000000000003
2025-06-05T00:00:00.000Z,-0.00001979166666666667
2025-06-06T00:00:00.000Z,-0.000049083333333333345
2025-06-07T00:00:00.000Z,-0.000036416666666666666
2025-06-08T00:00:00.000Z,-0.000022708333333333334
2025-06-09T00:00:00.000Z,-0.0000235
2025-06-10T00:00:00.000Z,0.0000010833333333333335
2025-06-11T00:00:00.000Z,0.000002291666666666667
2025-06-12T00:00:00.000Z,-0.0000024166666666666663
2025-06-13T00:00:00.000Z,-0.00004604166666666666
2025-06-14T00:00:00.000Z,-0.000015625000000000004
2025-06-15T00:00:00.000Z,-0.000012083333333333333
2025-06-16T00:00:00.000Z,0.0000025833333333333333
2025-06-17T00:00:00.000Z,-0.000006125
2025-06-18T00:00:00.000Z,2.9166666666666633e-7
2025-06-19T00:00:00.000Z,-4.16666666666669e-8
2025-06-20T00:00:00.000Z,0.00000125
2025-06-21T00:00:00.000Z,-0.0000065
