date,oneHrFundingRate
2025-05-22T00:00:00.000Z,0.000025998893256077366
2025-05-23T00:00:00.000Z,0.000041229263492881256
2025-05-24T00:00:00.000Z,0.000013217456107902541
2025-05-25T00:00:00.000Z,0.000013055693209000908
2025-05-26T00:00:00.000Z,0.000027353058493448363
2025-05-27T00:00:00.000Z,0.000032650817192643450
2025-05-28T00:00:00.000Z,0.000028195867048456097
2025-05-29T00:00:00.000Z,0.000021193416512734166
2025-05-30T00:00:00.000Z,-0.0000037438451801237342
2025-05-31T00:00:00.000Z,-0.0000079671396024427465
2025-06-01T00:00:00.000Z,0.000025758395763606789
2025-06-02T00:00:00.000Z,0.000024255263160787541
2025-06-03T00:00:00.000Z,0.000017396375976518525
2025-06-04T00:00:00.000Z,0.0000086989315166261626
2025-06-05T00:00:00.000Z,0.0000029559810428597560
2025-06-06T00:00:00.000Z,0.0000021567365903316117
2025-06-07T00:00:00.000Z,0.0000034573845787878612
2025-06-08T00:00:00.000Z,7.9349461174381766e-8
2025-06-09T00:00:00.000Z,-4.4978432774597696e-7
2025-06-10T00:00:00.000Z,0.000013130150497510924
2025-06-11T00:00:00.000Z,0.000016747430626381502
2025-06-12T00:00:00.000Z,-0.000012184558502238554
2025-06-13T00:00:00.000Z,-0.0000097793994804190854
2025-06-14T00:00:00.000Z,-0.000014858147795035461
2025-06-15T00:00:00.000Z,-0.000022583798029369770
2025-06-16T00:00:00.000Z,-0.0000033513098304439565
2025-06-17T00:00:00.000Z,-0.0000075865654036569065
2025-06-18T00:00:00.000Z,-0.0000076529905064439235
2025-06-19T00:00:00.000Z,0.000012639322643843802
2025-06-20T00:00:00.000Z,0.0000045468347686403266
