date,oneHrFundingRate
2025-05-22T00:00:00.000Z,0.0000125
2025-05-23T00:00:00.000Z,0.000022262237499999998
2025-05-24T00:00:00.000Z,0.000012499999999999999
2025-05-25T00:00:00.000Z,0.000012499999999999999
2025-05-26T00:00:00.000Z,0.000012499999999999999
2025-05-27T00:00:00.000Z,0.000011758333333333332
2025-05-28T00:00:00.000Z,0.000006741862500000002
2025-05-29T00:00:00.000Z,0.000012243208333333335
2025-05-30T00:00:00.000Z,0.000007392483333333337
2025-05-31T00:00:00.000Z,-0.0000025374833333333336
2025-06-01T00:00:00.000Z,-0.000006402587499999998
2025-06-02T00:00:00.000Z,0.0000012505833333333337
2025-06-03T00:00:00.000Z,0.000009338220833333336
2025-06-04T00:00:00.000Z,-5.603666666666669e-7
2025-06-05T00:00:00.000Z,4.2157916666666717e-7
2025-06-06T00:00:00.000Z,0.000001937625
2025-06-07T00:00:00.000Z,0.000012499999999999999
2025-06-08T00:00:00.000Z,0.000009855941666666672
2025-06-09T00:00:00.000Z,0.00000914094166666667
2025-06-10T00:00:00.000Z,0.000011438166666666668
2025-06-11T00:00:00.000Z,0.000012136354166666665
2025-06-12T00:00:00.000Z,0.000012499999999999999
2025-06-13T00:00:00.000Z,0.000007431158333333335
2025-06-14T00:00:00.000Z,-0.0000045076541666666675
2025-06-15T00:00:00.000Z,0.000008297666666666668
2025-06-16T00:00:00.000Z,0.000010875095833333334
2025-06-17T00:00:00.000Z,0.000010841245833333336
2025-06-18T00:00:00.000Z,-8.697166666666657e-7
2025-06-19T00:00:00.000Z,0.000010267766666666668
2025-06-20T00:00:00.000Z,0.0000036117000000000018
2025-06-21T00:00:00.000Z,0.000007690295652173915
