date,oneHrFundingRate
2025-05-22T00:00:00.000Z,0.000051978749999999994
2025-05-23T00:00:00.000Z,0.00004327880416666667
2025-05-24T00:00:00.000Z,0.000012499999999999999
2025-05-25T00:00:00.000Z,0.000012499999999999999
2025-05-26T00:00:00.000Z,0.000012499999999999999
2025-05-27T00:00:00.000Z,0.000021459541666666675
2025-05-28T00:00:00.000Z,0.00001314728333333333
2025-05-29T00:00:00.000Z,0.000012499999999999999
2025-05-30T00:00:00.000Z,0.000012499999999999999
2025-05-31T00:00:00.000Z,0.000012499999999999999
2025-06-01T00:00:00.000Z,0.000012499999999999999
2025-06-02T00:00:00.000Z,0.000012499999999999999
2025-06-03T00:00:00.000Z,0.000013026070833333331
2025-06-04T00:00:00.000Z,0.000012499999999999999
2025-06-05T00:00:00.000Z,0.000012499999999999999
2025-06-06T00:00:00.000Z,0.000012499999999999999
2025-06-07T00:00:00.000Z,0.000012499999999999999
2025-06-08T00:00:00.000Z,0.000012499999999999999
2025-06-09T00:00:00.000Z,0.000012499999999999999
2025-06-10T00:00:00.000Z,0.000019329445833333336
2025-06-11T00:00:00.000Z,0.00003169234166666667
2025-06-12T00:00:00.000Z,0.000012499999999999999
2025-06-13T00:00:00.000Z,0.00001236297083333333
2025-06-14T00:00:00.000Z,0.000012499999999999999
2025-06-15T00:00:00.000Z,0.000012057783333333335
2025-06-16T00:00:00.000Z,0.000012499999999999999
2025-06-17T00:00:00.000Z,0.000010116245833333336
2025-06-18T00:00:00.000Z,0.00000764052916666667
2025-06-19T00:00:00.000Z,0.000007099879166666668
2025-06-20T00:00:00.000Z,0.000011985075
2025-06-21T00:00:00.000Z,0.00001156288181818182
