date,oneHrFundingRate
2025-05-22T00:00:00.000Z,0.000011224637065801528
2025-05-23T00:00:00.000Z,0.0000010214706951379808
2025-05-24T00:00:00.000Z,-0.000028757683448118696
2025-05-25T00:00:00.000Z,-0.000047297265785704858
2025-05-26T00:00:00.000Z,-0.000021499392528919598
2025-05-27T00:00:00.000Z,-0.000017858605665801851
2025-05-28T00:00:00.000Z,-0.000014527895035466227
2025-05-29T00:00:00.000Z,-0.000029243507760202354
2025-05-30T00:00:00.000Z,-0.000023547705740796779
2025-05-31T00:00:00.000Z,-0.000038878788617000108
2025-06-01T00:00:00.000Z,-0.000037849968800560679
2025-06-02T00:00:00.000Z,-0.000018764938038118368
2025-06-03T00:00:00.000Z,0.000011048911044286345
2025-06-04T00:00:00.000Z,-8.2493622307888284e-7
2025-06-05T00:00:00.000Z,-0.0000054139683726587132
2025-06-06T00:00:00.000Z,-0.000012578221247853594
2025-06-07T00:00:00.000Z,0.0000069662618391117354
2025-06-08T00:00:00.000Z,0.000010124253957255006
2025-06-09T00:00:00.000Z,0.0000038395684416736070
2025-06-10T00:00:00.000Z,-0.0000048746486902158809
2025-06-11T00:00:00.000Z,0.0000059294026699906582
2025-06-12T00:00:00.000Z,-0.000028540488199255766
2025-06-13T00:00:00.000Z,-0.000067356341048905788
2025-06-14T00:00:00.000Z,-0.000030037732136096517
2025-06-15T00:00:00.000Z,-0.000011131586047340875
2025-06-16T00:00:00.000Z,-0.0000063929366754051396
2025-06-17T00:00:00.000Z,-0.000031526748881438093
2025-06-18T00:00:00.000Z,-0.000019771842089962638
2025-06-19T00:00:00.000Z,0.0000039369406206444726
2025-06-20T00:00:00.000Z,-0.000018411106239886219
